"AÑO","GÉNERO","NACIONALIDAD","PAÍS","ESTADO DE ORIGEN","EDAD","CATEGORÍA","DIALECTO","NIVEL","SEDE","UNIDAD ACADÉMICA","PROGRAMA EDUCATIVO","GRADO","NÚMERO DE ALUMNOS"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","NÁHUATL","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","OTOMÍ O ÑAHÑU","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","MAZAHUA O JÑATIO","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO INTERNO","OTOMÍ O ÑAHÑU","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","MÉXICO","16","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
